email_id,platform,subject,to,body
renticop_booking_291936,renticop Booking,renticop - Booking Confirmation 291936,info@renticop.pt,"Olá Ana Santos,

A sua reserva foi confirmada em renticop.
Referência: 291936
Levantar: 2026-01-08 10:45 em Santa Cruz Downtown
Devolver: 2026-01-20 14:15 em Faro Airport
Viatura: Hyundai i20
Valor total: 246.31 EUR

Obrigado,
renticop
"
renticop_booking_827117,renticop Booking,renticop - Booking Confirmation 827117,info@renticop.pt,"Olá Inês Costa,

A sua reserva foi confirmada em renticop.
Referência: 827117
Levantar: 2026-05-27 16:15 em Lisbon Airport
Devolver: 2026-05-30 15:30 em Porto Airport
Viatura: Nissan Micra
Valor total: 541.2 EUR

Obrigado,
renticop
"
renticop_booking_110048,renticop Booking,renticop - Booking Confirmation 110048,info@renticop.pt,"Olá Rui Johnson,

A sua reserva foi confirmada em renticop.
Referência: 110048
Levantar: 2026-03-06 11:45 em Faro Airport
Devolver: 2026-03-09 16:45 em Gaia Station
Viatura: Nissan Micra
Valor total: 402.63 EUR

Obrigado,
renticop
"
renticop_booking_612438,renticop Booking,renticop - Booking Confirmation 612438,info@renticop.pt,"Olá Rui Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 612438
Levantar: 2025-09-24 17:00 em Porto Airport
Devolver: 2025-09-26 20:15 em Funchal Airport
Viatura: Peugeot 208
Valor total: 272.89 EUR

Obrigado,
renticop
"
renticop_booking_918665,renticop Booking,renticop - Booking Confirmation 918665,info@renticop.pt,"Olá Ana Oliveira,

A sua reserva foi confirmada em renticop.
Referência: 918665
Levantar: 2026-02-20 19:45 em Santa Cruz Downtown
Devolver: 2026-03-02 16:00 em Funchal Airport
Viatura: Peugeot 208
Valor total: 647.08 EUR

Obrigado,
renticop
"
renticop_booking_668373,renticop Booking,renticop - Booking Confirmation 668373,info@renticop.pt,"Olá Rui Johnson,

A sua reserva foi confirmada em renticop.
Referência: 668373
Levantar: 2025-07-22 19:45 em Faro Airport
Devolver: 2025-08-04 16:15 em Funchal Airport
Viatura: Toyota Yaris
Valor total: 322.44 EUR

Obrigado,
renticop
"
renticop_booking_375581,renticop Booking,renticop - Booking Confirmation 375581,info@renticop.pt,"Olá John Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 375581
Levantar: 2025-12-26 09:45 em Lisbon Airport
Devolver: 2026-01-09 09:15 em Gaia Station
Viatura: Seat Ibiza
Valor total: 705.51 EUR

Obrigado,
renticop
"
renticop_booking_548965,renticop Booking,renticop - Booking Confirmation 548965,info@renticop.pt,"Olá Tiago Coelho,

A sua reserva foi confirmada em renticop.
Referência: 548965
Levantar: 2025-09-23 10:15 em Santa Cruz Downtown
Devolver: 2025-10-03 11:00 em Porto Airport
Viatura: Peugeot 208
Valor total: 525.86 EUR

Obrigado,
renticop
"
renticop_booking_838253,renticop Booking,renticop - Booking Confirmation 838253,info@renticop.pt,"Olá Pedro Johnson,

A sua reserva foi confirmada em renticop.
Referência: 838253
Levantar: 2025-11-27 17:30 em Lisbon Airport
Devolver: 2025-12-02 16:00 em Faro Airport
Viatura: Volkswagen Golf
Valor total: 794.89 EUR

Obrigado,
renticop
"
renticop_booking_233051,renticop Booking,renticop - Booking Confirmation 233051,info@renticop.pt,"Olá Rui Coelho,

A sua reserva foi confirmada em renticop.
Referência: 233051
Levantar: 2026-06-25 10:15 em Lisbon Airport
Devolver: 2026-07-09 10:30 em Gaia Station
Viatura: Hyundai i20
Valor total: 452.83 EUR

Obrigado,
renticop
"
renticop_booking_381770,renticop Booking,renticop - Booking Confirmation 381770,info@renticop.pt,"Olá Tiago Coelho,

A sua reserva foi confirmada em renticop.
Referência: 381770
Levantar: 2026-05-18 14:45 em Faro Airport
Devolver: 2026-05-25 09:00 em Santa Cruz Downtown
Viatura: Peugeot 208
Valor total: 592.4 EUR

Obrigado,
renticop
"
renticop_booking_576782,renticop Booking,renticop - Booking Confirmation 576782,info@renticop.pt,"Olá Joana Johnson,

A sua reserva foi confirmada em renticop.
Referência: 576782
Levantar: 2026-03-07 17:00 em Gaia Station
Devolver: 2026-03-13 20:00 em Faro Airport
Viatura: Seat Ibiza
Valor total: 698.07 EUR

Obrigado,
renticop
"
renticop_booking_517035,renticop Booking,renticop - Booking Confirmation 517035,info@renticop.pt,"Olá Diana Costa,

A sua reserva foi confirmada em renticop.
Referência: 517035
Levantar: 2025-10-20 11:45 em Porto Airport
Devolver: 2025-10-27 12:30 em Santa Cruz Downtown
Viatura: Renault Clio
Valor total: 504.98 EUR

Obrigado,
renticop
"
renticop_booking_815707,renticop Booking,renticop - Booking Confirmation 815707,info@renticop.pt,"Olá David Johnson,

A sua reserva foi confirmada em renticop.
Referência: 815707
Levantar: 2025-07-25 09:45 em Lisbon Airport
Devolver: 2025-07-26 08:00 em Faro Airport
Viatura: Nissan Micra
Valor total: 120.46 EUR

Obrigado,
renticop
"
renticop_booking_822040,renticop Booking,renticop - Booking Confirmation 822040,info@renticop.pt,"Olá Sara Garcia,

A sua reserva foi confirmada em renticop.
Referência: 822040
Levantar: 2025-09-06 12:15 em Gaia Station
Devolver: 2025-09-17 12:00 em Porto Airport
Viatura: Peugeot 208
Valor total: 176.05 EUR

Obrigado,
renticop
"
renticop_booking_273565,renticop Booking,renticop - Booking Confirmation 273565,info@renticop.pt,"Olá Inês Coelho,

A sua reserva foi confirmada em renticop.
Referência: 273565
Levantar: 2025-07-27 18:30 em Faro Airport
Devolver: 2025-08-03 19:15 em Gaia Station
Viatura: Ford Fiesta
Valor total: 598.51 EUR

Obrigado,
renticop
"
renticop_booking_599968,renticop Booking,renticop - Booking Confirmation 599968,info@renticop.pt,"Olá John Garcia,

A sua reserva foi confirmada em renticop.
Referência: 599968
Levantar: 2025-08-09 17:15 em Funchal Airport
Devolver: 2025-08-12 16:45 em Gaia Station
Viatura: Seat Ibiza
Valor total: 675.63 EUR

Obrigado,
renticop
"
renticop_booking_827744,renticop Booking,renticop - Booking Confirmation 827744,info@renticop.pt,"Olá Rui Marques,

A sua reserva foi confirmada em renticop.
Referência: 827744
Levantar: 2025-09-06 09:15 em Gaia Station
Devolver: 2025-09-14 14:00 em Funchal Airport
Viatura: Ford Fiesta
Valor total: 333.08 EUR

Obrigado,
renticop
"
renticop_booking_243790,renticop Booking,renticop - Booking Confirmation 243790,info@renticop.pt,"Olá Joana Smith,

A sua reserva foi confirmada em renticop.
Referência: 243790
Levantar: 2026-01-12 20:15 em Funchal Airport
Devolver: 2026-01-25 18:15 em Santa Cruz Downtown
Viatura: Volkswagen Golf
Valor total: 535.02 EUR

Obrigado,
renticop
"
renticop_booking_468247,renticop Booking,renticop - Booking Confirmation 468247,info@renticop.pt,"Olá Pedro Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 468247
Levantar: 2025-10-18 19:15 em Lisbon Airport
Devolver: 2025-10-29 14:45 em Funchal Airport
Viatura: Ford Fiesta
Valor total: 215.21 EUR

Obrigado,
renticop
"
renticop_booking_865470,renticop Booking,renticop - Booking Confirmation 865470,info@renticop.pt,"Olá Maria Pereira,

A sua reserva foi confirmada em renticop.
Referência: 865470
Levantar: 2026-01-13 14:30 em Lisbon Airport
Devolver: 2026-01-19 20:15 em Porto Airport
Viatura: Ford Fiesta
Valor total: 288.75 EUR

Obrigado,
renticop
"
renticop_booking_856211,renticop Booking,renticop - Booking Confirmation 856211,info@renticop.pt,"Olá Tiago Pereira,

A sua reserva foi confirmada em renticop.
Referência: 856211
Levantar: 2026-05-08 20:00 em Lisbon Airport
Devolver: 2026-05-13 18:30 em Santa Cruz Downtown
Viatura: Toyota Yaris
Valor total: 628.53 EUR

Obrigado,
renticop
"
renticop_booking_157219,renticop Booking,renticop - Booking Confirmation 157219,info@renticop.pt,"Olá Ana Coelho,

A sua reserva foi confirmada em renticop.
Referência: 157219
Levantar: 2025-10-31 14:00 em Gaia Station
Devolver: 2025-11-08 11:45 em Santa Cruz Downtown
Viatura: Ford Fiesta
Valor total: 479.23 EUR

Obrigado,
renticop
"
renticop_booking_431845,renticop Booking,renticop - Booking Confirmation 431845,info@renticop.pt,"Olá John Johnson,

A sua reserva foi confirmada em renticop.
Referência: 431845
Levantar: 2025-09-06 17:45 em Faro Airport
Devolver: 2025-09-13 13:15 em Funchal Airport
Viatura: Volkswagen Golf
Valor total: 519.41 EUR

Obrigado,
renticop
"
renticop_booking_326222,renticop Booking,renticop - Booking Confirmation 326222,info@renticop.pt,"Olá John Smith,

A sua reserva foi confirmada em renticop.
Referência: 326222
Levantar: 2025-07-21 20:45 em Gaia Station
Devolver: 2025-07-22 16:30 em Santa Cruz Downtown
Viatura: Hyundai i20
Valor total: 408.03 EUR

Obrigado,
renticop
"
renticop_booking_771652,renticop Booking,renticop - Booking Confirmation 771652,info@renticop.pt,"Olá Sara Santos,

A sua reserva foi confirmada em renticop.
Referência: 771652
Levantar: 2026-04-01 17:15 em Porto Airport
Devolver: 2026-04-10 12:00 em Funchal Airport
Viatura: Toyota Yaris
Valor total: 782.53 EUR

Obrigado,
renticop
"
renticop_booking_442622,renticop Booking,renticop - Booking Confirmation 442622,info@renticop.pt,"Olá Pedro Costa,

A sua reserva foi confirmada em renticop.
Referência: 442622
Levantar: 2026-01-17 18:00 em Gaia Station
Devolver: 2026-01-27 12:45 em Lisbon Airport
Viatura: Volkswagen Golf
Valor total: 286.25 EUR

Obrigado,
renticop
"
renticop_booking_221620,renticop Booking,renticop - Booking Confirmation 221620,info@renticop.pt,"Olá Joana Marques,

A sua reserva foi confirmada em renticop.
Referência: 221620
Levantar: 2026-02-18 17:00 em Funchal Airport
Devolver: 2026-02-28 12:15 em Gaia Station
Viatura: Renault Clio
Valor total: 597.02 EUR

Obrigado,
renticop
"
renticop_booking_463546,renticop Booking,renticop - Booking Confirmation 463546,info@renticop.pt,"Olá Pedro Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 463546
Levantar: 2026-03-25 20:30 em Lisbon Airport
Devolver: 2026-04-03 10:30 em Gaia Station
Viatura: Peugeot 208
Valor total: 618.4 EUR

Obrigado,
renticop
"
renticop_booking_451284,renticop Booking,renticop - Booking Confirmation 451284,info@renticop.pt,"Olá Maria Silva,

A sua reserva foi confirmada em renticop.
Referência: 451284
Levantar: 2026-02-05 16:00 em Faro Airport
Devolver: 2026-02-10 12:00 em Santa Cruz Downtown
Viatura: Seat Ibiza
Valor total: 157.7 EUR

Obrigado,
renticop
"
renticop_booking_274987,renticop Booking,renticop - Booking Confirmation 274987,info@renticop.pt,"Olá Rui Pereira,

A sua reserva foi confirmada em renticop.
Referência: 274987
Levantar: 2026-01-05 12:00 em Lisbon Airport
Devolver: 2026-01-08 17:00 em Gaia Station
Viatura: Volkswagen Golf
Valor total: 149.95 EUR

Obrigado,
renticop
"
renticop_booking_356430,renticop Booking,renticop - Booking Confirmation 356430,info@renticop.pt,"Olá Rui Silva,

A sua reserva foi confirmada em renticop.
Referência: 356430
Levantar: 2025-07-24 13:45 em Funchal Airport
Devolver: 2025-08-01 10:15 em Santa Cruz Downtown
Viatura: Hyundai i20
Valor total: 272.67 EUR

Obrigado,
renticop
"
renticop_booking_855276,renticop Booking,renticop - Booking Confirmation 855276,info@renticop.pt,"Olá Emily Marques,

A sua reserva foi confirmada em renticop.
Referência: 855276
Levantar: 2025-12-11 09:30 em Lisbon Airport
Devolver: 2025-12-16 09:00 em Santa Cruz Downtown
Viatura: Volkswagen Golf
Valor total: 768.77 EUR

Obrigado,
renticop
"
renticop_booking_396020,renticop Booking,renticop - Booking Confirmation 396020,info@renticop.pt,"Olá Maria Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 396020
Levantar: 2025-12-07 09:45 em Lisbon Airport
Devolver: 2025-12-13 08:30 em Porto Airport
Viatura: Peugeot 208
Valor total: 622.91 EUR

Obrigado,
renticop
"
renticop_booking_486162,renticop Booking,renticop - Booking Confirmation 486162,info@renticop.pt,"Olá Emily Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 486162
Levantar: 2026-04-29 20:15 em Lisbon Airport
Devolver: 2026-05-07 19:15 em Funchal Airport
Viatura: Hyundai i20
Valor total: 136.26 EUR

Obrigado,
renticop
"
renticop_booking_766833,renticop Booking,renticop - Booking Confirmation 766833,info@renticop.pt,"Olá Laura Johnson,

A sua reserva foi confirmada em renticop.
Referência: 766833
Levantar: 2026-06-21 13:00 em Gaia Station
Devolver: 2026-06-22 20:45 em Porto Airport
Viatura: Ford Fiesta
Valor total: 259.53 EUR

Obrigado,
renticop
"
renticop_booking_615929,renticop Booking,renticop - Booking Confirmation 615929,info@renticop.pt,"Olá Emily Marques,

A sua reserva foi confirmada em renticop.
Referência: 615929
Levantar: 2025-07-31 19:30 em Lisbon Airport
Devolver: 2025-08-03 09:00 em Santa Cruz Downtown
Viatura: Hyundai i20
Valor total: 596.58 EUR

Obrigado,
renticop
"
renticop_booking_884229,renticop Booking,renticop - Booking Confirmation 884229,info@renticop.pt,"Olá Miguel Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 884229
Levantar: 2025-08-13 09:15 em Funchal Airport
Devolver: 2025-08-23 18:45 em Santa Cruz Downtown
Viatura: Volkswagen Golf
Valor total: 415.79 EUR

Obrigado,
renticop
"
renticop_booking_405844,renticop Booking,renticop - Booking Confirmation 405844,info@renticop.pt,"Olá Pedro Garcia,

A sua reserva foi confirmada em renticop.
Referência: 405844
Levantar: 2025-11-11 13:45 em Porto Airport
Devolver: 2025-11-25 19:30 em Faro Airport
Viatura: Peugeot 208
Valor total: 278.86 EUR

Obrigado,
renticop
"
renticop_booking_917823,renticop Booking,renticop - Booking Confirmation 917823,info@renticop.pt,"Olá Emily Oliveira,

A sua reserva foi confirmada em renticop.
Referência: 917823
Levantar: 2026-04-26 10:00 em Faro Airport
Devolver: 2026-04-28 10:45 em Porto Airport
Viatura: Hyundai i20
Valor total: 202.1 EUR

Obrigado,
renticop
"
renticop_booking_573869,renticop Booking,renticop - Booking Confirmation 573869,info@renticop.pt,"Olá Miguel Garcia,

A sua reserva foi confirmada em renticop.
Referência: 573869
Levantar: 2025-12-05 12:00 em Gaia Station
Devolver: 2025-12-13 09:15 em Porto Airport
Viatura: Volkswagen Golf
Valor total: 266.21 EUR

Obrigado,
renticop
"
renticop_booking_255528,renticop Booking,renticop - Booking Confirmation 255528,info@renticop.pt,"Olá Rui Johnson,

A sua reserva foi confirmada em renticop.
Referência: 255528
Levantar: 2025-08-16 11:30 em Gaia Station
Devolver: 2025-08-28 14:00 em Porto Airport
Viatura: Peugeot 208
Valor total: 677.66 EUR

Obrigado,
renticop
"
renticop_booking_524035,renticop Booking,renticop - Booking Confirmation 524035,info@renticop.pt,"Olá Pedro Silva,

A sua reserva foi confirmada em renticop.
Referência: 524035
Levantar: 2026-02-17 19:15 em Funchal Airport
Devolver: 2026-02-26 09:45 em Lisbon Airport
Viatura: Ford Fiesta
Valor total: 128.13 EUR

Obrigado,
renticop
"
renticop_booking_237064,renticop Booking,renticop - Booking Confirmation 237064,info@renticop.pt,"Olá Rui Garcia,

A sua reserva foi confirmada em renticop.
Referência: 237064
Levantar: 2025-10-10 14:30 em Santa Cruz Downtown
Devolver: 2025-10-24 18:00 em Porto Airport
Viatura: Ford Fiesta
Valor total: 134.82 EUR

Obrigado,
renticop
"
renticop_booking_777366,renticop Booking,renticop - Booking Confirmation 777366,info@renticop.pt,"Olá Maria Garcia,

A sua reserva foi confirmada em renticop.
Referência: 777366
Levantar: 2026-02-13 10:00 em Funchal Airport
Devolver: 2026-02-26 20:30 em Faro Airport
Viatura: Volkswagen Golf
Valor total: 234.23 EUR

Obrigado,
renticop
"
renticop_booking_961599,renticop Booking,renticop - Booking Confirmation 961599,info@renticop.pt,"Olá Tiago Marques,

A sua reserva foi confirmada em renticop.
Referência: 961599
Levantar: 2026-01-19 08:45 em Lisbon Airport
Devolver: 2026-01-27 18:45 em Porto Airport
Viatura: Toyota Yaris
Valor total: 737.65 EUR

Obrigado,
renticop
"
renticop_booking_567676,renticop Booking,renticop - Booking Confirmation 567676,info@renticop.pt,"Olá Ana Smith,

A sua reserva foi confirmada em renticop.
Referência: 567676
Levantar: 2025-09-15 17:15 em Faro Airport
Devolver: 2025-09-16 18:30 em Santa Cruz Downtown
Viatura: Nissan Micra
Valor total: 161.47 EUR

Obrigado,
renticop
"
renticop_booking_243902,renticop Booking,renticop - Booking Confirmation 243902,info@renticop.pt,"Olá Ana Marques,

A sua reserva foi confirmada em renticop.
Referência: 243902
Levantar: 2026-01-31 18:15 em Faro Airport
Devolver: 2026-02-04 18:00 em Gaia Station
Viatura: Seat Ibiza
Valor total: 446.19 EUR

Obrigado,
renticop
"
renticop_booking_460745,renticop Booking,renticop - Booking Confirmation 460745,info@renticop.pt,"Olá Diana Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 460745
Levantar: 2026-04-16 13:45 em Funchal Airport
Devolver: 2026-04-25 12:15 em Porto Airport
Viatura: Toyota Yaris
Valor total: 139.93 EUR

Obrigado,
renticop
"
renticop_booking_161437,renticop Booking,renticop - Booking Confirmation 161437,info@renticop.pt,"Olá Diana Smith,

A sua reserva foi confirmada em renticop.
Referência: 161437
Levantar: 2026-02-27 13:15 em Lisbon Airport
Devolver: 2026-03-08 10:00 em Gaia Station
Viatura: Toyota Yaris
Valor total: 301.24 EUR

Obrigado,
renticop
"
renticop_booking_158624,renticop Booking,renticop - Booking Confirmation 158624,info@renticop.pt,"Olá Rui Martins,

A sua reserva foi confirmada em renticop.
Referência: 158624
Levantar: 2025-10-21 20:45 em Lisbon Airport
Devolver: 2025-10-31 13:15 em Santa Cruz Downtown
Viatura: Seat Ibiza
Valor total: 668.22 EUR

Obrigado,
renticop
"
renticop_booking_720298,renticop Booking,renticop - Booking Confirmation 720298,info@renticop.pt,"Olá Carlos Johnson,

A sua reserva foi confirmada em renticop.
Referência: 720298
Levantar: 2025-07-15 19:30 em Santa Cruz Downtown
Devolver: 2025-07-27 17:15 em Lisbon Airport
Viatura: Nissan Micra
Valor total: 488.64 EUR

Obrigado,
renticop
"
renticop_booking_139807,renticop Booking,renticop - Booking Confirmation 139807,info@renticop.pt,"Olá Pedro Fernandes,

A sua reserva foi confirmada em renticop.
Referência: 139807
Levantar: 2025-08-16 11:15 em Funchal Airport
Devolver: 2025-08-17 08:45 em Porto Airport
Viatura: Toyota Yaris
Valor total: 668.38 EUR

Obrigado,
renticop
"
renticop_reservation_286080,renticop Reservation,renticop - Reservation Request 286080,info@renticop.pt,"Hello Miguel Martins,

Your reservation request has been received.
Booking ref: 286080
Pick‑up date: 2025-12-13 08:15 (Funchal Airport)
Drop‑off date: 2025-12-14 17:15 (Santa Cruz Downtown)
Vehicle: Seat Ibiza
Estimated cost: 773.18 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_794303,renticop Reservation,renticop - Reservation Request 794303,info@renticop.pt,"Hello Miguel Martins,

Your reservation request has been received.
Booking ref: 794303
Pick‑up date: 2026-01-19 09:30 (Lisbon Airport)
Drop‑off date: 2026-01-29 12:30 (Gaia Station)
Vehicle: Hyundai i20
Estimated cost: 658.45 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_432695,renticop Reservation,renticop - Reservation Request 432695,info@renticop.pt,"Hello David Coelho,

Your reservation request has been received.
Booking ref: 432695
Pick‑up date: 2025-09-28 16:30 (Faro Airport)
Drop‑off date: 2025-10-10 11:15 (Porto Airport)
Vehicle: Peugeot 208
Estimated cost: 206.6 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_836109,renticop Reservation,renticop - Reservation Request 836109,info@renticop.pt,"Hello Carlos Silva,

Your reservation request has been received.
Booking ref: 836109
Pick‑up date: 2026-04-20 20:00 (Santa Cruz Downtown)
Drop‑off date: 2026-04-27 10:30 (Lisbon Airport)
Vehicle: Ford Fiesta
Estimated cost: 756.95 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_881549,renticop Reservation,renticop - Reservation Request 881549,info@renticop.pt,"Hello Pedro Johnson,

Your reservation request has been received.
Booking ref: 881549
Pick‑up date: 2025-08-09 13:30 (Gaia Station)
Drop‑off date: 2025-08-13 10:00 (Porto Airport)
Vehicle: Nissan Micra
Estimated cost: 127.75 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_826847,renticop Reservation,renticop - Reservation Request 826847,info@renticop.pt,"Hello Emily Garcia,

Your reservation request has been received.
Booking ref: 826847
Pick‑up date: 2025-08-04 12:00 (Funchal Airport)
Drop‑off date: 2025-08-10 19:00 (Faro Airport)
Vehicle: Nissan Micra
Estimated cost: 618.16 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_617033,renticop Reservation,renticop - Reservation Request 617033,info@renticop.pt,"Hello Pedro Marques,

Your reservation request has been received.
Booking ref: 617033
Pick‑up date: 2026-01-10 16:45 (Santa Cruz Downtown)
Drop‑off date: 2026-01-16 09:45 (Gaia Station)
Vehicle: Toyota Yaris
Estimated cost: 230.61 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_409234,renticop Reservation,renticop - Reservation Request 409234,info@renticop.pt,"Hello Maria Silva,

Your reservation request has been received.
Booking ref: 409234
Pick‑up date: 2025-07-11 12:00 (Lisbon Airport)
Drop‑off date: 2025-07-17 09:30 (Faro Airport)
Vehicle: Renault Clio
Estimated cost: 617.75 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_454366,renticop Reservation,renticop - Reservation Request 454366,info@renticop.pt,"Hello Laura Santos,

Your reservation request has been received.
Booking ref: 454366
Pick‑up date: 2026-05-01 15:00 (Santa Cruz Downtown)
Drop‑off date: 2026-05-11 14:15 (Faro Airport)
Vehicle: Renault Clio
Estimated cost: 156.42 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_299212,renticop Reservation,renticop - Reservation Request 299212,info@renticop.pt,"Hello Miguel Garcia,

Your reservation request has been received.
Booking ref: 299212
Pick‑up date: 2026-01-26 16:30 (Porto Airport)
Drop‑off date: 2026-02-07 18:30 (Lisbon Airport)
Vehicle: Ford Fiesta
Estimated cost: 153.75 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_980651,renticop Reservation,renticop - Reservation Request 980651,info@renticop.pt,"Hello Tiago Costa,

Your reservation request has been received.
Booking ref: 980651
Pick‑up date: 2026-03-09 08:30 (Funchal Airport)
Drop‑off date: 2026-03-12 08:45 (Porto Airport)
Vehicle: Nissan Micra
Estimated cost: 255.78 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_279130,renticop Reservation,renticop - Reservation Request 279130,info@renticop.pt,"Hello John Garcia,

Your reservation request has been received.
Booking ref: 279130
Pick‑up date: 2026-05-23 09:45 (Faro Airport)
Drop‑off date: 2026-05-28 09:30 (Gaia Station)
Vehicle: Peugeot 208
Estimated cost: 181.97 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_293862,renticop Reservation,renticop - Reservation Request 293862,info@renticop.pt,"Hello Laura Marques,

Your reservation request has been received.
Booking ref: 293862
Pick‑up date: 2026-01-06 13:15 (Porto Airport)
Drop‑off date: 2026-01-13 15:00 (Faro Airport)
Vehicle: Nissan Micra
Estimated cost: 299.11 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_691655,renticop Reservation,renticop - Reservation Request 691655,info@renticop.pt,"Hello Rui Smith,

Your reservation request has been received.
Booking ref: 691655
Pick‑up date: 2025-08-01 20:00 (Santa Cruz Downtown)
Drop‑off date: 2025-08-04 09:30 (Faro Airport)
Vehicle: Toyota Yaris
Estimated cost: 496.45 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_958160,renticop Reservation,renticop - Reservation Request 958160,info@renticop.pt,"Hello Rui Marques,

Your reservation request has been received.
Booking ref: 958160
Pick‑up date: 2026-03-25 16:45 (Faro Airport)
Drop‑off date: 2026-04-01 17:15 (Porto Airport)
Vehicle: Ford Fiesta
Estimated cost: 388.47 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_136415,renticop Reservation,renticop - Reservation Request 136415,info@renticop.pt,"Hello Rui Martins,

Your reservation request has been received.
Booking ref: 136415
Pick‑up date: 2026-03-15 16:15 (Lisbon Airport)
Drop‑off date: 2026-03-25 09:45 (Funchal Airport)
Vehicle: Hyundai i20
Estimated cost: 173.29 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_311727,renticop Reservation,renticop - Reservation Request 311727,info@renticop.pt,"Hello Inês Marques,

Your reservation request has been received.
Booking ref: 311727
Pick‑up date: 2026-05-18 17:30 (Funchal Airport)
Drop‑off date: 2026-05-21 13:00 (Faro Airport)
Vehicle: Hyundai i20
Estimated cost: 495.4 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_644932,renticop Reservation,renticop - Reservation Request 644932,info@renticop.pt,"Hello Rui Smith,

Your reservation request has been received.
Booking ref: 644932
Pick‑up date: 2026-02-20 08:45 (Lisbon Airport)
Drop‑off date: 2026-03-06 09:45 (Santa Cruz Downtown)
Vehicle: Ford Fiesta
Estimated cost: 748.95 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_923914,renticop Reservation,renticop - Reservation Request 923914,info@renticop.pt,"Hello Tiago Santos,

Your reservation request has been received.
Booking ref: 923914
Pick‑up date: 2025-11-24 16:30 (Faro Airport)
Drop‑off date: 2025-12-08 14:30 (Gaia Station)
Vehicle: Nissan Micra
Estimated cost: 508.98 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_280564,renticop Reservation,renticop - Reservation Request 280564,info@renticop.pt,"Hello David Silva,

Your reservation request has been received.
Booking ref: 280564
Pick‑up date: 2025-11-19 10:45 (Porto Airport)
Drop‑off date: 2025-11-26 08:45 (Gaia Station)
Vehicle: Toyota Yaris
Estimated cost: 153.52 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_490532,renticop Reservation,renticop - Reservation Request 490532,info@renticop.pt,"Hello David Smith,

Your reservation request has been received.
Booking ref: 490532
Pick‑up date: 2025-07-11 20:30 (Faro Airport)
Drop‑off date: 2025-07-17 12:30 (Gaia Station)
Vehicle: Ford Fiesta
Estimated cost: 781.3 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_415076,renticop Reservation,renticop - Reservation Request 415076,info@renticop.pt,"Hello Emily Oliveira,

Your reservation request has been received.
Booking ref: 415076
Pick‑up date: 2026-02-12 13:30 (Santa Cruz Downtown)
Drop‑off date: 2026-02-25 19:45 (Gaia Station)
Vehicle: Ford Fiesta
Estimated cost: 247.8 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_876936,renticop Reservation,renticop - Reservation Request 876936,info@renticop.pt,"Hello Emily Marques,

Your reservation request has been received.
Booking ref: 876936
Pick‑up date: 2026-03-06 16:30 (Funchal Airport)
Drop‑off date: 2026-03-19 08:15 (Porto Airport)
Vehicle: Hyundai i20
Estimated cost: 212.24 EUR

We will get back to you shortly.
Regards,
renticop Support
"
renticop_reservation_696296,renticop Reservation,renticop - Reservation Request 696296,info@renticop.pt,"Hello Rui Costa,

Your reservation request has been received.
Booking ref: 696296
Pick‑up date: 2025-07-15 11:15 (Funchal Airport)
Drop‑off date: 2025-07-18 08:15 (Faro Airport)
Vehicle: Volkswagen Golf
Estimated cost: 744.26 EUR

We will get back to you shortly.
Regards,
renticop Support
"
